word,translation,tag
a single person,半个人,cedict
a sinking,沉船事故,cedict
a sketch,草图,cedict
a skill,一手,cedict
a slandering toady,谗佞,cedict
a slap on the face,耳光,cedict
a slave to one's mortgage,房奴,cedict
a sleeping compartment,卧房,cedict
a sleeve valve,筒阀,cedict
a sliced ball,斜射球,cedict
a slide,滑梯,cedict
a slight blemish,白璧微瑕,cedict
a slight chill,凉意,cedict
a slight effort,吹灰之力,cedict
a slip,失手,cedict
a slip of a pen,笔误,cedict
a slip of the tongue,口误,cedict
a slip-knot,活结,cedict
a slip-up,漏失,cedict
a slow march,四方步,cedict
a slow trot,慢跑,cedict
a slowcoach,慢性子,cedict
a slug,蜒蚰,cedict
a small amount of money,俩钱,cedict
a small appetizer,小菜一碟,cedict
a small grievance,睚眦,cedict
a small minority,极少数,cedict
a small proportion of,少部分,cedict
a small quantity,小量,cedict
a small-minded person,斗筲之人,cedict
a small-sized shiba inu dog,豆柴,cedict
a smart-ass,耍嘴皮,cedict
a smattering,略知皮毛,cedict
a smelting furnace,融炉,cedict
a smidgen,少量,cedict
a snap of the fingers,拈指,cedict
a snob,势利眼,cedict
a society,协会,cedict
a soldier's pay and provisions,军饷,cedict
a song,雅歌,cedict
a sour,沙瓦,cedict
a souvenir on leaving,留别,cedict
a souvenir photo,留影,cedict
a spandrel,拱肩,cedict
a spasm,抽动,cedict
a speech,讲话,cedict
a spell,一阵,cedict
a spirit,灵怪,cedict
a spirit so invited,笔仙,cedict
a spirited start,奋起,cedict
a sprain,扭伤,cedict
a spreadsheet,分类帐,cedict
a sprout,芽苗,cedict
a spy,奸细,cedict
a square,老古板,cedict
a squint,斜视,cedict
a staging,上演,cedict
a stakeholder,涉众,cedict
a standing ovation,满堂彩,cedict
a statue,雕塑,cedict
a steady pace,稳步,cedict
a steel rolling mill,轧钢厂,cedict
a steelworks,钢厂,cedict
a steelyard,杆秤,cedict
a step,步武,cedict
a step away,两步路,cedict
a step up,提级,cedict
a stew,杂烩,cedict
a still,剧照,cedict
a stone's throw away,短距离,cedict
a store room for books,书库,cedict
a straight,顺子,cedict
a straightforward honest account,直笔,cedict
a strand of hair,毛根,cedict
a stranger,外乡人,cedict
a strategist,战略家,cedict
a straw in the wind,一叶知秋,cedict
a stretch,懒腰,cedict
a strike,罢工,cedict
a strip,条形,cedict
a strip of scenic beauty,风景线,cedict
a stroke of luck,大运,cedict
a strong and determined man,铮铮铁汉,cedict
a struggle,斗争,cedict
a study,研究,cedict
a subject best avoided,隐情,cedict
a submarine,潜水艇,cedict
a substitute,替补,cedict
a sudden rags-to-riches celebrity,灰姑娘,cedict
a sudden realization,恍然醒悟,cedict
a suicide bomb,自杀式炸弹,cedict
a suit,套服,cedict
a suit of clothes,一身,cedict
a suitcase,提箱,cedict
a sum of money,款子,cedict
a summary,综合叙述,cedict
a summons,传唤,cedict
a sumptuous banquet,满汉全席,cedict
a supplement,追补,cedict
a support,垫高,cedict
a sure gain,稳拿,cedict
a sure thing,左券,cedict
a surface of revolution,旋转曲面,cedict
a surrender ceremony,受降仪式,cedict
a suspect,嫌疑人,cedict
a sweep,清扫,cedict
a swindle,骗局,cedict
a taboo,戒忌,cedict
a taint of,一股子,cedict
a talented person,贤才,cedict
a talisman or lucky charm,符牌,cedict
a tattoo,刺青,cedict
a tax return,报单,cedict
a taxman,税官,cedict
a team,集体,cedict
a telegram of condolence,唁电,cedict
a telegraph condolence,电唁,cedict
a temperature,热度,cedict
a temple,禅房,cedict
a tenor,男高音,cedict
a terrific job,美差事,cedict
a test,检定,cedict
a text,文本,cedict
a thank-you note,致谢,cedict
a thaw,融雪,cedict
a thorn,刺儿,cedict
a thorn in one's eye,眼中刺,cedict
a thorn in one's flesh,肉中刺,cedict
a thorn in one's side,眼中钉,cedict
a thorough narrative,敷陈,cedict
a thousand li,千里,cedict
a thousand miles,千里,cedict
a thousand things to do,百废待兴,cedict
a thousand years,千秋,cedict
a thread of,一股子,cedict
a thronging crowd,摩肩接踵,cedict
a throttle,节流,cedict
a throwback,余绪,cedict
a throwing knife,飞刀,cedict
a ticket,票证,cedict
a tide of people,人潮,cedict
a tie,平局,cedict
a time of military urgency,戎事倥偬,cedict
a tiny bit,一丁点,cedict
a tomb,坟丘,cedict
a tone,声调,cedict
a tongue-twister,绕嘴,cedict
a tooth for a tooth,以牙还牙,cedict
a torment,磨难,cedict
a total mess,一塌糊涂,cedict
a tourist,旅游客,cedict
a tourist trap,旅游热点,cedict
a tower crane,吊塔,cedict
a toxic agent,毒剂,cedict
a trade-off,折中,cedict
a tragic end,死无葬身之地,cedict
a trained saddle horse,驯马,cedict
a traitor,奸贼,cedict
a tranquil heart or mind,居心,cedict
a transformation,变换,cedict
a trap,骗局,cedict
a traveling-bag,提箱,cedict
a treacherous bandit,奸贼,cedict
a treacherous court official,奸臣,cedict
a treacherous official,奸官,cedict
a treacherous villain,奸邪,cedict
a treasure,珍宝,cedict
a treasured rare book,秘本,cedict
a treat for the eyes,眼福,cedict
a trembling scrawl,歪歪斜斜,cedict
a trial,审判,cedict
a trial run,引而不发,cedict
a trick,窍门,cedict
a trickle,涓涓,cedict
a truism,老生常谈,cedict
a tube for wrapping,套筒,cedict
a tune,腔调,cedict
a turk,土耳其人,cedict
a turn for the better,起色,cedict
a turnout in full force,倾巢,cedict
a turntable,转车,cedict
a two-man saw,拉锯,cedict
a type of green tea,大方,cedict
a type of large ant,蚍蜉,cedict
a vagrant,迷鸟,cedict
a vain attempt,妄想,cedict
a variable,变数,cedict
a varied diet,杂食,cedict
a variety of chicken,油鸡,cedict
a vast expanse of whiteness,白茫茫,cedict
a vast territory,万里江山,cedict
a vault,拱顶,cedict
a vegan,纯素食者,cedict
a vehicle's registration information,车籍,cedict
a vendor's stall,摊头,cedict
a ventilation shaft,排气孔,cedict
a very slight effort,举手之劳,cedict
a victim of a calamity,受难者,cedict
a victim of a disaster,殉难,cedict
a village gentleman,乡绅,cedict
a villain,奸民,cedict
a violent battle,鏖战,cedict
a vision,异象,cedict
a visionary,先见者,cedict
a visit from aunt flo,好朋友,cedict
a visitor offering condolences,吊客,cedict
a volte-face,一改故辙,cedict
a volume,册子,cedict
a volunteer,志工,cedict
a wading bird,涉水鸟,cedict
a wager,打赌,cedict
a walk in the park,轻车熟路,cedict
a war flag,战旗,cedict
a warning sign,示警,cedict
a warrior,勇士,cedict
a way out,出路,cedict
a way to retreat,退路,cedict
a way to survive,生路,cedict
a weary look,倦容,cedict
a weathered and worn look,沧桑感,cedict
a web browser,浏览软件,cedict
a week,主麻,cedict
a well-known reputation,如雷贯耳,cedict
a well-thought out long-term strategy,深谋远略,cedict
a whiff of,一股子,cedict
a while,一时,cedict
a whirlwind,卷扬,cedict
a whisper,耳语,cedict
a whistle,哨笛,cedict
a whole cycle,一周,cedict
a wholesale business,批发商,cedict
a widow,杞妇,cedict
a widow's chamber,孀闺,cedict
a wild goose chase,钻牛角,cedict
a win-win situation,双赢,cedict
a window,视窗,cedict
a wish,愿心,cedict
a wolf in sheep's clothing,绵里藏针,cedict
a woman of unmatched beauty,绝世佳人,cedict
a woman's marriage,大义,cedict
a woman's period,月经,cedict
a woman's periods,月事,cedict
a woman's physique,身段,cedict
a woman's rooms,香闺,cedict
a woman's suit,套裙,cedict
a wonder,伟观,cedict
a wonderful thing,美事,cedict
a wooden word-by-word reading,照本宣科,cedict
a woodsaw,木锯,cedict
a word of command,口令,cedict
a word that rhymes,同韵词,cedict
a word to the wise,闻一知十,cedict
a world of difference,云泥之别,cedict
a worthless piece of paper,一纸空文,cedict
a worthless thing,敝屣,cedict
a written description,抒写,cedict
a wrong suffered,一箭之仇,cedict
a yankee,美国佬,cedict
a year and a half,一年半,cedict
a year's harvest,年头,cedict
a year-end dinner for employees,尾牙,cedict
a young virgin,黄花,cedict
a zionist,犹太复国主义者,cedict
a-class goods,正品,cedict
a-grade tertiary,三甲,cedict
aa battery,三号电池,cedict
aaa battery,七号电池,cedict
ab initio,自始,cedict
abacus division rules,九归,cedict
abandoned baby,弃婴,cedict
abandoned car,僵尸车,cedict
abandoned child,弃子,cedict
abandoned idea,罢论,cedict
abandoned land,熟荒,cedict
abattoir hatchet,屠刀,cedict
abbot's chamber,方丈,cedict
abbreviated character,略字,cedict
abbreviated name of an entity,代字,cedict
abbreviated word,缩略语,cedict
abdominal cavity,腹腔,cedict
abdominal cramping,腹部绞痛,cedict
abdominal lament,腹哀,cedict
abdominal muscle,腹肌,cedict
abdominal wall,腹壁,cedict
aberrant bush warbler,异色树莺,cedict
abiding impression,观瞻,cedict
ability and insight,才识,cedict
ability and sagacity,才略,cedict
ability and wisdom,才智,cedict
ability to concentrate,定力,cedict
ability to get things done,执行力,cedict
ability to grasp ideas,理解力,cedict
ability to have children,生育能力,cedict
ability to hold drink,酒力,cedict
ability to judge,判断力,cedict
ability to perceive,知觉力,cedict
ability to survive,耐受力,cedict
ability to survive and reproduce,适存度,cedict
ability to walk,腿脚,cedict
ability to work,劳动能力,cedict
ability to write,笔头,cedict
ablaze with lights,万家灯火,cedict
able and efficient,精明能干,cedict
able and virtuous,贤良,cedict
able to,可以,cedict
able to fulfill,具备,cedict
able to get pregnant easily,易孕,cedict
able to hold one's drink,不为酒困,cedict
able to keep a secret,嘴稳,cedict
able to move unhindered,纵横,cedict
able to pass muster,够格,cedict
able to react resourcefully,急中生智,cedict
able to resist hardship,耐劳,cedict
able to withstand careful appreciation,耐看,cedict
able woman,女强人,cedict
able-bodied man,壮丁,cedict
able-bodied worker,劳力,cedict
abnormal embryo,怪胎,cedict
abnormal pulse,病脉,cedict
abnormal superfluous growth,赘生,cedict
abnormally high blood sugar level,高血糖,cedict
aboriginal savage,生番,cedict
about a hundred,百儿八十,cedict
about a year,一年半载,cedict
about right,八九不离十,cedict
about the same,不相上下,cedict
about this and that,天南地北,cedict
about to act,行将,cedict
about to be obliterated,凉凉,cedict
about to conclude,行将结束,cedict
about to give birth,临产,cedict
about to inundate,弥漫,cedict
above all,尤其是,cedict
above all else,至上,cedict
above one's head,过头,cedict
above quota,超额,cedict
above the common,逸尘,cedict
above the fray,忘机,cedict
abrasive blasting,喷砂,cedict
abrasive disk,研磨盘,cedict
abrasive material,磨料,cedict
abreast of modern developments,与时俱进,cedict
abridged edition,简本,cedict
abridged version,节本,cedict
absence without leave,旷工,cedict
absent without leave,开小差,cedict
absit iniuria verbis,请别见怪,cedict
absolute  number,绝对数字,cedict
absolute address,绝对地址,cedict
absolute gem,绝品,cedict
absolute good faith,精诚,cedict
absolute humidity,绝对湿度,cedict
absolute idea,绝对观念,cedict
absolute majority,绝对多数,cedict
absolute monarchy,专制君主制,cedict
absolute rights,对世权,cedict
absolute silence,鸦雀无声,cedict
absolute temperature,绝对温度,cedict
absolute value,绝对值,cedict
absolute zero,绝对零度,cedict
absolutely continuous,绝对连续,cedict
absolutely empty,空空荡荡,cedict
absolutely necessary,必不可少,cedict
absolutely not,绝非,cedict
absolutely quiet,悄然无声,cedict
absolutely reliant on,端赖,cedict
absolutely safe,万全,cedict
absolutely still,文风不动,cedict
absolutely true,千真万确,cedict
absolutely unrestrained,肆无忌惮,cedict
absorbed dose,吸收剂量,cedict
absorbent cotton,脱脂棉,cedict
abstain from certain food,忌口,cedict
abstaining from liquor and tobacco,烟酒不沾,cedict
abstract algebra,抽象代数,cedict
abstract field,抽象域,cedict
abstract number,不名数,cedict
abstract thought,抽象思维,cedict
abstract word,抽象词,cedict
abstruse and full,邃密,cedict
abstruse and unfathomable,艰深晦涩,cedict
abstruse doctrine,玄秘,cedict
abstruse mystery,玄远,cedict
absurd drama,丑剧,cedict
absurd opinion,迂见,cedict
absurd remark,异说,cedict
absurd statement,不经之谈,cedict
abundance of knowledge,金玉满堂,cedict
abundant and fluent,充畅,cedict
abundant and prosperous,丰美,cedict
abundant water,丰水,cedict
abundantly clear,昭然若揭,cedict
abuse of authority,淫威,cedict
abuse of power,滥用权力,cedict
abutment tooth,基牙,cedict
abyss and ocean,渊海,cedict
abyss of suffering,水深火热,cedict
abyss of worldly suffering,苦海,cedict
abyssal rock,深成岩,cedict
acacia gum,阿拉伯胶,cedict
academia sinica,中研院,cedict
academic advisor,导师,cedict
academic atmosphere,学风,cedict
academic circles,学界,cedict
academic degree,学位,cedict
academic degree honoris causa,名誉学位,cedict
academic discipline,学科,cedict
academic freedom,学术自由,cedict
academic level,学术水平,cedict
academic master's degree,学硕,cedict
academic qualifications,学历,cedict
academic subject,科目,cedict
academic success,学业有成,cedict
academic title,学衔,cedict
academic world,学界,cedict
academic year,学年,cedict
academy of classical learning,书院,cedict
academy of sciences,科学院,cedict
academy of social sciences,社科院,cedict
acadia university,阿卡迪亚大学,cedict
acanthopanax gracilistylus,五加,cedict
acanthorhodeus chankaensis,兴凯刺鳑鲏,cedict
acanthorhodeus tonkinensis vaillant,越南刺鳑鲏,cedict
accelerator pedal,加速踏板,cedict
accent color,强调色,cedict
accent of one's native place,乡音,cedict
accented syllable,重音节,cedict
accepted argument,定论,cedict
accepted theory or formulation,成说,cedict
access point,接入点,cedict
access to markets,市场准入,cedict
accessible via an address,可寻址,cedict
accessory hook,配件挂勾,cedict
accessory to a crime,从犯,cedict
accident at sea,海事,cedict
accident causing injury or death,人身事故,cedict
accident occurring due to negligence,责任事故,cedict
accidental exposure,事故照射,cedict
accidental injury,误伤,cedict
accidental loss,闪失,cedict
accommodation expenses,店钱,cedict
accompanied by,偕同,cedict
accompanied by one's dependents,携眷,cedict
accompany another,搭伴,cedict
accomplished though young,少年老成,cedict
accomplishment out of the ordinary,傲视群伦,cedict
according to,依据,cedict
according to  reports,据报导,cedict
according to a pattern,规整,cedict
according to a report,据报道,cedict
according to belief,据信,cedict
according to custom,随俗,cedict
according to estimates,据估计,cedict
according to forecasts,据料,cedict
according to law,依法,cedict
according to legend,相传,cedict
according to one's capabilities,所能,cedict
according to one's wishes,随意,cedict
according to precedent,沿例,cedict
according to reason,据理,cedict
according to reports,据悉,cedict
according to season,按季,cedict
according to some,一说,cedict
according to standards,正经,cedict
according to statistics,据统计,cedict
according to the facts,据实,cedict
according to the location,随地,cedict
according to the regulations,照章,cedict
according to the situation,随机,cedict
according to usage,沿用,cedict
according with the times,应景,cedict
account book,簿册,cedict
account books,簿籍,cedict
account name,登记名,cedict
accounting entry,账目,cedict
accounting software,财务软件,cedict
accounting standards council,会计准则理事会,cedict
